classification,year,period,period_desc,aggregate_level,is_leaf_code,trade_flow_code,trade_flow,reporter_code,reporter,reporter_iso,partner_code,partner,partner_iso,second_partner_code,second_partner,second_partner_iso,customs_proc_code,customs,mode_of_transport_code,mode_of_transport,commodity_code,commodity,qty_unit_code,qty_unit,alt_qty_unit_code,alt_qty_unit,qty,alt_qty,netweight_kg,gross_weight_kg,trade_value_usd,cif_trade_value_usd,fob_trade_value_usd,flag
H3,2007,2007,2007,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,4728229348,NA,NA,0
H3,2007,2007,2007,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,2934363046,NA,NA,0
H3,2008,2008,2008,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,840467517,NA,NA,0
H3,2008,2008,2008,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,31767491,NA,NA,0
H3,2008,2008,2008,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,687205962,NA,NA,0
H3,2008,2008,2008,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,972585302,NA,NA,0
H3,2008,2008,2008,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1405430653,NA,NA,0
H3,2008,2008,2008,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,509492695,NA,NA,0
H3,2008,2008,2008,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,5334624361,NA,NA,0
H3,2008,2008,2008,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,3048511642,NA,NA,0
H3,2009,2009,2009,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1036251374,NA,NA,0
H3,2009,2009,2009,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,30248882,NA,NA,0
H3,2009,2009,2009,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,463029320,NA,NA,0
H3,2009,2009,2009,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,817282970,NA,NA,0
H3,2009,2009,2009,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1198655312,NA,NA,0
H3,2009,2009,2009,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,424510072,NA,NA,0
H3,2009,2009,2009,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,4174414565,NA,NA,0
H3,2009,2009,2009,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,2953261317,NA,NA,0
H3,2010,2010,2010,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,983652450,NA,NA,0
H3,2010,2010,2010,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,34939835,NA,NA,0
H3,2010,2010,2010,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,675571696,NA,NA,0
H3,2010,2010,2010,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,993793094,NA,NA,0
H3,2010,2010,2010,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1542537717,NA,NA,0
H3,2010,2010,2010,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,447343570,NA,NA,0
H3,2010,2010,2010,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,5125631524,NA,NA,0
H3,2010,2010,2010,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,3283734538,NA,NA,0
H3,2011,2011,2011,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1144082550,NA,NA,0
H3,2011,2011,2011,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,27940866,NA,NA,0
H3,2011,2011,2011,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,820369591,NA,NA,0
H3,2011,2011,2011,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1125928493,NA,NA,0
H3,2011,2011,2011,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1859015291,NA,NA,0
H3,2011,2011,2011,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,510787539,NA,NA,0
H3,2011,2011,2011,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,6510430000,NA,NA,0
H3,2011,2011,2011,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,4224787668,NA,NA,0
H4,2012,2012,2012,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1264957818,NA,NA,0
H4,2012,2012,2012,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,34694935,NA,NA,0
H4,2012,2012,2012,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,780284705,NA,NA,0
H4,2012,2012,2012,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1110744004,NA,NA,0
H4,2012,2012,2012,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1915631780,NA,NA,0
H4,2012,2012,2012,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,549815776,NA,NA,0
H4,2012,2012,2012,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,6461996187,NA,NA,0
H4,2012,2012,2012,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,4154976456,NA,NA,0
H4,2013,2013,2013,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1438539678,NA,NA,0
H4,2013,2013,2013,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,167219669,NA,NA,0
H4,2013,2013,2013,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,819984473,NA,NA,0
H4,2013,2013,2013,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1108769719,NA,NA,0
H4,2013,2013,2013,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1860241455,NA,NA,0
H4,2013,2013,2013,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,469592592,NA,NA,0
H4,2013,2013,2013,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,6510815266,NA,NA,0
H4,2013,2013,2013,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,3866979897,NA,NA,0
H4,2014,2014,2014,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1796888726,NA,NA,0
H4,2014,2014,2014,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,42603220,NA,NA,0
H4,2014,2014,2014,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,830655084,NA,NA,0
H4,2014,2014,2014,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1263804379,NA,NA,0
H4,2014,2014,2014,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1950048725,NA,NA,0
H4,2014,2014,2014,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,432442895,NA,NA,0
H4,2014,2014,2014,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,7357976746,NA,NA,0
H4,2014,2014,2014,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,3943691612,NA,NA,0
H4,2015,2015,2015,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1868217132,NA,NA,0
H4,2015,2015,2015,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,207185396,NA,NA,0
H4,2015,2015,2015,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,903702206,NA,NA,0
H4,2015,2015,2015,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1239767515,NA,NA,0
H4,2015,2015,2015,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,2040031659,NA,NA,0
H4,2015,2015,2015,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,429805877,NA,NA,0
H4,2015,2015,2015,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,6548454908,NA,NA,0
H4,2015,2015,2015,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,3735342822,NA,NA,0
H4,2016,2016,2016,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1846661364,NA,NA,0
H4,2016,2016,2016,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,75513549,NA,NA,0
H4,2016,2016,2016,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,902040120,NA,NA,0
H4,2016,2016,2016,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1204217390,NA,NA,0
H4,2016,2016,2016,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,1940613715,NA,NA,0
H4,2016,2016,2016,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,458661108,NA,NA,0
H4,2016,2016,2016,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,6537799701,NA,NA,0
H4,2016,2016,2016,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,NA,NA,NA,NA,3653636687,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1969970103,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,60914261,NA,NA,0
H5,2017,2017,2017,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,972192948,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1216534630,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1964467126,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,510994214,NA,NA,4
H5,2017,2017,2017,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,7337752714,NA,NA,4
H5,2017,2017,2017,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,3797850941,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,2157482224,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,43276053,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1025106051,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1335072215,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,2133569734,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,508164307,NA,NA,4
H5,2018,2018,2018,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,7476074110,NA,NA,4
H5,2018,2018,2018,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,3921561477,NA,NA,4
H5,2019,2019,2019,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,2227100980,NA,NA,4
H5,2019,2019,2019,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,190508590,NA,NA,4
H5,2019,2019,2019,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1034350048,NA,NA,4
H5,2019,2019,2019,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1383082151,NA,NA,4
H5,2019,2019,2019,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,2192360415,NA,NA,4
H5,2019,2019,2019,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,555446761,NA,NA,4
H5,2019,2019,2019,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,7368361464,NA,NA,4
H5,2019,2019,2019,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,3849482614,NA,NA,4
H5,2020,2020,2020,0,0,1,Import,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,2251500423,NA,NA,4
H5,2020,2020,2020,0,0,2,Export,320,Guatemala,GTM,156,China,CHN,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,227750120,NA,NA,4
H5,2020,2020,2020,0,0,1,Import,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,974906451,NA,NA,4
H5,2020,2020,2020,0,0,2,Export,320,Guatemala,GTM,222,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,1313447063,NA,NA,4
H5,2020,2020,2020,0,0,1,Import,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,2123864638,NA,NA,4
H5,2020,2020,2020,0,0,2,Export,320,Guatemala,GTM,484,Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,462757198,NA,NA,4
H5,2020,2020,2020,0,0,1,Import,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,6294934577,NA,NA,4
H5,2020,2020,2020,0,0,2,Export,320,Guatemala,GTM,842,USA,USA,NA,NA,NA,NA,NA,NA,NA,TOTAL,All Commodities,1,No Quantity,NA,NA,0,NA,0,NA,3763785832,NA,NA,4
